Candidate,Party Name ,Ward Number,Constituency Name,Votes Polled,Election Outcome,Reservation Status,Real Assets,Real Liabilities,Asset Error,My Neta Criminal Cases,Ward Number,Direction,Age,Marital Status,Dependents,Other Dependents,PAN ,Returns Filed,Spouse PAN,Spouse Returns Filed,Pending Criminal Cases(Affidavit),Convictions,Spouse Assets,Occupation,Spouse Occupation,EDUCATION,Number of  Voters,Votes Polled ,percentage polled,percent of Votes Polled,percent  of Total Votes,
Roop Singh Solanki,IND,246,Ashok Nagar (G),57,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.16,
Smt. Sangeeta Jain,IND,246,Ashok Nagar (G),52,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.14,
Divya Kumar Jayaswal,BJP,247,Ram Nagar (G),12370,winner,,,,,,,,,,,,,,,,,,,,,,39970,20551,51.42,60.19,30.95,
Subhash Jain,INC,247,Ram Nagar (G),4025,Lost,,,,,,,,,,,,,,,,,,,,,,,,,19.59,10.07,
Sh. Parvesh Sharma,INLD,247,Ram Nagar (G),1174,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.71,2.94,
Sh. Sandeep Kumar,IND,247,Ram Nagar (G),667,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.25,1.67,
Sh. Yash Pal,IND,247,Ram Nagar (G),578,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.81,1.45,
Genda Ram,BSP,247,Ram Nagar (G),544,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.65,1.36,
Sh. Surender Kumar,IND,247,Ram Nagar (G),384,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.87,0.96,
Uday Singh,IND,247,Ram Nagar (G),201,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.5,
Sh. M.G.Sharma,NCP,247,Ram Nagar (G),175,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.44,
Gulshan Kumar Ratra,SS,247,Ram Nagar (G),167,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.42,
Sh. Sanjeev Kumar,IND,247,Ram Nagar (G),82,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.21,
Bhudev Sharma,RJD,247,Ram Nagar (G),62,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.16,
Sh. Narender Kumar Nigam,IND,247,Ram Nagar (G),62,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.16,
Naval Kishore,IND,247,Ram Nagar (G),60,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.15,
Uma Gangwar,BJP,248,Welcome Colony (W),8895,winner,Women,,,,,,,,,,,,,,,,,,,,,35446,17622,49.72,50.48,25.09,
Nirmal,INC,248,Welcome Colony (W),4435,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,25.17,12.51,
Tanweer Begum,SP,248,Welcome Colony (W),2047,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,11.62,5.77,
Ms.  Kamlesh,IND,248,Welcome Colony (W),680,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,3.86,1.92,
Shashi,BSP,248,Welcome Colony (W),579,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,3.29,1.63,
Ms. Shahana Parveen,IND,248,Welcome Colony (W),396,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.12,
Kamni Kausar,IND,248,Welcome Colony (W),291,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.82,
Indu,SS,248,Welcome Colony (W),279,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.58,0.79,
Munni,IND,248,Welcome Colony (W),20,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.06,
Razia Sultana,INC,249,Chauhan Bangar (G),3584,winner,,,,,,,,,,,,,,,,,,,,,,32899,13851,42.1,25.88,10.89,
Sh. Masood Ali Khan,IND,249,Chauhan Bangar (G),2869,Lost,,,,,,,,,,,,,,,,,,,,,,,,,20.71,8.72,
Sh. Abdul Rehman,IND,249,Chauhan Bangar (G),2604,Lost,,,,,,,,,,,,,,,,,,,,,,,,,18.8,7.92,
Seema Khatoon,JD(S),249,Chauhan Bangar (G),1833,Lost,,,,,,,,,,,,,,,,,,,,,,,,,13.23,5.57,
Sajid Khan,BJP,249,Chauhan Bangar (G),1278,Lost,,,,,,,,,,,,,,,,,,,,,,,,,9.23,3.88,
Sh. Abdul Aleem Burani,IND,249,Chauhan Bangar (G),464,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.35,1.41,
Sh Anis,BSP,249,Chauhan Bangar (G),435,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.14,1.32,
Mohd. Chand,SP,249,Chauhan Bangar (G),405,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.92,1.23,
Shahida Bano,IND,249,Chauhan Bangar (G),231,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.67,0.7,
Sh. Mohd. Ayyub,IND,249,Chauhan Bangar (G),148,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.45,
Jai Kishan Dass Gupta,BJP,250,Zaffrabad (G),5176,winner,,,,,,,,,,,,,,,,,,,,,,31936,16993,53.21,30.46,16.21,
Zamir Ahmed Munna,INC,250,Zaffrabad (G),3315,Lost,,,,,,,,,,,,,,,,,,,,,,,,,19.51,10.38,
Mohd. Afjal Gaji,IND,250,Zaffrabad (G),2975,Lost,,,,,,,,,,,,,,,,,,,,,,,,,17.51,9.32,
Mhd.. Yusuf,IND,250,Zaffrabad (G),1939,Lost,,,,,,,,,,,,,,,,,,,,,,,,,11.41,6.07,
Sh. Aaftab Ahmed,JD(S),250,Zaffrabad (G),1231,Lost,,,,,,,,,,,,,,,,,,,,,,,,,7.24,3.85,
Md. Ayyub,IND,250,Zaffrabad (G),714,Lost,,,,,,,,,,,,,,,,,,,,,,,,,4.2,2.24,
Sh. Manmohan,IND,250,Zaffrabad (G),393,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.31,1.23,
Sh. Riyazuddin,IND,250,Zaffrabad (G),385,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.27,1.21,
Sh Salauddin,IND,250,Zaffrabad (G),308,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.81,0.96,
Sh. Akabar,IND,250,Zaffrabad (G),240,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.41,0.75,
Mohd. Ashfaq,IND,250,Zaffrabad (G),98,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.31,
Sh Saleem,IND,250,Zaffrabad (G),97,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.3,
Sh Afzal Khan,JKPP,250,Zaffrabad (G),71,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.22,
Sh Liyakat Ali,IND,250,Zaffrabad (G),27,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.08,
Sariyatulla Khan,NCP,250,Zaffrabad (G),24,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.08,
Satya Sharma,BJP,251,New Usmanpur (W),7151,winner,Women,,,,,,,,,,,,,,,,,,,,,36959,15956,43.17,44.82,19.35,
Ms. Kamlesh  Mishra,INC,251,New Usmanpur (W),4272,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,26.77,11.56,
Smt. Nasrin Begum,BSP,251,New Usmanpur (W),2312,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,14.49,6.26,
Ms Shabana,JD(U),251,New Usmanpur (W),798,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,5,2.16,
Sh Sonia,SS,251,New Usmanpur (W),541,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,3.39,1.46,
Sh Braham Wati,NCP,251,New Usmanpur (W),311,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.95,0.84,
Ms Sudesh Kumari,IND,251,New Usmanpur (W),192,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.52,
Ms Sunita Devi,IND,251,New Usmanpur (W),160,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1,0.43,
Ms Asha Rani,IND,251,New Usmanpur (W),125,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.34,
Smt. Noor Bano,IND,251,New Usmanpur (W),63,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.17,
Sh Shardha Pandey,IND,251,New Usmanpur (W),31,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.08,
Sanjay Kumar Jain,BJP,252,Maujpur (G),7667,winner,,,,,,,,,,,,,,,,,,,,,,40553,18022,44.44,42.54,18.91,
Sh Deepak Gothi,INC,252,Maujpur (G),3473,Lost,,,,,,,,,,,,,,,,,,,,,,,,,19.27,8.56,
Sh Sher Khan Malik,BSP,252,Maujpur (G),2977,Lost,,,,,,,,,,,,,,,,,,,,,,,,,16.52,7.34,
Sh Sunil Kumar,IND,252,Maujpur (G),1675,Lost,,,,,,,,,,,,,,,,,,,,,,,,,9.29,4.13,
Sh Shiv Kumar Singh,RLD,252,Maujpur (G),810,Lost,,,,,,,,,,,,,,,,,,,,,,,,,4.49,2,
Sh Abdul Nasim,JD(S),252,Maujpur (G),410,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.27,1.01,
Sh Harish katara,INLD,252,Maujpur (G),281,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.56,0.69,
Sh Mool Chand Jain,IND,252,Maujpur (G),238,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.32,0.59,
Sh Kalki Das Bhandari,IND,252,Maujpur (G),193,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.48,
Ahmed Ali Khan,IND,252,Maujpur (G),137,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.34,
Sh Bedi Singh,IND,252,Maujpur (G),69,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.17,
Sh Mahipal Singh,IND,252,Maujpur (G),55,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.14,
Ms Meena Begum,IND,252,Maujpur (G),37,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.09,
Mahak Singh,BJP,253,Bhajanpura (G),5811,Winner,,,,,,,,,,,,,,,,,,,,,,32432,14083,43.42,41.26,17.92,
Vinod Jayas,INC,253,Bhajanpura (G),2302,Lost,,,,,,,,,,,,,,,,,,,,,,,,,16.35,7.1,
Madan Lal,IND,253,Bhajanpura (G),2138,Lost,,,,,,,,,,,,,,,,,,,,,,,,,15.18,6.59,
Vijay Singh,BSP,253,Bhajanpura (G),1271,Lost,,,,,,,,,,,,,,,,,,,,,,,,,9.03,3.92,
Chander Prakash,SP,253,Bhajanpura (G),1237,Lost,,,,,,,,,,,,,,,,,,,,,,,,,8.78,3.81,
Mangat Ram,IND,253,Bhajanpura (G),448,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.18,1.38,
Deepak Khanna,SS,253,Bhajanpura (G),317,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.98,
Devi Datta,IND,253,Bhajanpura (G),187,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.33,0.58,
Raj Kumar,CPI,253,Bhajanpura (G),159,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.13,0.49,
Naveen Jindal,IND,253,Bhajanpura (G),110,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.34,
Amar Singh Pal,IND,253,Bhajanpura (G),103,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.32,
Laxmi Dhasmana,BJP,254,Brahampuri (W),6645,winner,Women,,,,,,,,,,,,,,,,,,,,,38547,16241,42.13,40.91,17.24,
Nilam Vashisth,INC,254,Brahampuri (W),4774,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,29.39,12.38,
Nirmala Devi,BSP,254,Brahampuri (W),3214,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,19.79,8.34,
Shiela Devi,IND,254,Brahampuri (W),698,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,4.3,1.81,
Chaman,IND,254,Brahampuri (W),386,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,2.38,1,
Neera,IND,254,Brahampuri (W),197,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.51,
Shayama Devi,LJP,254,Brahampuri (W),192,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.18,0.5,
Smt. Surender Sharma,IND,254,Brahampuri (W),135,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.35,
Rohtash Kumar,BSP,255,Ghonda (G),6789,winner,,,,,,,,,,,,,,,,,,,,,,32810,15899,48.46,42.7,20.69,
Ram Naresh Paraser,BJP,255,Ghonda (G),4574,Lost,,,,,,,,,,,,,,,,,,,,,,,,,28.77,13.94,
Rohtash  Singh,INC,255,Ghonda (G),2611,Lost,,,,,,,,,,,,,,,,,,,,,,,,,16.42,7.96,
Sundri,LJP,255,Ghonda (G),532,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.35,1.62,
Braham Pal,SP,255,Ghonda (G),331,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.08,1.01,
Bismber Singh Tomar,IND,255,Ghonda (G),300,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.89,0.91,
Gopal Swaroop,INLD,255,Ghonda (G),256,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.61,0.78,
Dushyant Dube,SS,255,Ghonda (G),224,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.41,0.68,
Shakir,IND,255,Ghonda (G),144,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.44,
Om Beer,IND,255,Ghonda (G),81,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.25,
Rajinder Kumar,IND,255,Ghonda (G),57,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.17,
Trilok Chand Sharma,BJP,256,Yamuna Vihar (G),9177,winner,,,,,,,,,,,,,,,,,,,,,,42647,18610,43.64,49.31,21.52,
Shrish Chandra Tiwari,INC,256,Yamuna Vihar (G),3093,Lost,,,,,,,,,,,,,,,,,,,,,,,,,16.62,7.25,
Minto Singh,BSP,256,Yamuna Vihar (G),2440,Lost,,,,,,,,,,,,,,,,,,,,,,,,,13.11,5.72,
Sanjay Jain,SS,256,Yamuna Vihar (G),1365,Lost,,,,,,,,,,,,,,,,,,,,,,,,,7.33,3.2,
Vijay Kumar,SP,256,Yamuna Vihar (G),655,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.52,1.54,
Vikas Kumar,NCP,256,Yamuna Vihar (G),597,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.21,1.4,
Nawajis,IND,256,Yamuna Vihar (G),445,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.39,1.04,
Daulat Ram Dixit,INLD,256,Yamuna Vihar (G),209,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.49,
Vinod Kumar,RLD,256,Yamuna Vihar (G),175,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.41,
R.P. Gupta,IND,256,Yamuna Vihar (G),158,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.37,
Jagpal Singh Kasana,IND,256,Yamuna Vihar (G),152,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.36,
Ajay Shankar,JD(S),256,Yamuna Vihar (G),71,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.17,
Azad Singh,IND,256,Yamuna Vihar (G),48,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.11,
Mehandi Hasan,IND,256,Yamuna Vihar (G),25,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.06,
Savita Sharma,INC,257,Subhash Mohalla (W),6005,winner,Women,,,,,,,,,,,,,,,,,,,,,37760,15909,42.13,37.75,15.9,
Sunita Chaudhry,BJP,257,Subhash Mohalla (W),5722,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,35.97,15.15,
Zaybunnisha,BSP,257,Subhash Mohalla (W),2232,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,14.03,5.91,
Nafeesa,JD(S),257,Subhash Mohalla (W),548,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,3.44,1.45,
Pushpa Negi,IND,257,Subhash Mohalla (W),360,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,2.26,0.95,
Banita,IND,257,Subhash Mohalla (W),338,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,2.12,0.9,
Indresh Sharma,INLD,257,Subhash Mohalla (W),295,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.85,0.78,
Fabhia  Hashmi,IND,257,Subhash Mohalla (W),207,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.55,
Reshma  Baghel,IND,257,Subhash Mohalla (W),151,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.4,
Anjul Sharma,IND,257,Subhash Mohalla (W),51,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.14,
Subhash  Jain,BJP,258,Kardampur (G),4458,winner,,,,,,,,,,,,,,,,,,,,,,35184,16454,46.77,27.09,12.67,
Bhure Khan,BSP,258,Kardampur (G),3442,Lost,,,,,,,,,,,,,,,,,,,,,,,,,20.92,9.78,
Ghulam Suwani,IND,258,Kardampur (G),2396,Lost,,,,,,,,,,,,,,,,,,,,,,,,,14.56,6.81,
Braham  Parkash Tyagi,INC,258,Kardampur (G),2023,Lost,,,,,,,,,,,,,,,,,,,,,,,,,12.29,5.75,
Farhad Khan,IND,258,Kardampur (G),1513,Lost,,,,,,,,,,,,,,,,,,,,,,,,,9.2,4.3,
Devender Kumar. Sharma,RLD,258,Kardampur (G),794,Lost,,,,,,,,,,,,,,,,,,,,,,,,,4.83,2.26,
Mohd. Said,IND,258,Kardampur (G),581,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.53,1.65,
Rakesh,INLD,258,Kardampur (G),429,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.61,1.22,
Ashwani,IND,258,Kardampur (G),301,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.83,0.86,
Parvez Alam,SP,258,Kardampur (G),199,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.57,
Tufail Ahmad,IND,258,Kardampur (G),115,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.33,
K.C. Verma,JD(U),258,Kardampur (G),94,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.27,
Sh. Ram Singh,IND,258,Kardampur (G),56,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.16,
Nand Kishore,IND,258,Kardampur (G),53,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.15,
Vipin  Kr. Garg,BJP,259,Janta Colony (G),6021,winner,,,,,,,,,,,,,,,,,,,,,,32781,16588,50.6,36.3,18.37,
Jakir Hussain,INC,259,Janta Colony (G),4155,Lost,,,,,,,,,,,,,,,,,,,,,,,,,25.05,12.68,
Amir Khan Raja,SP,259,Janta Colony (G),1174,Lost,,,,,,,,,,,,,,,,,,,,,,,,,7.08,3.58,
Sultan Khan,IND,259,Janta Colony (G),1127,Lost,,,,,,,,,,,,,,,,,,,,,,,,,6.79,3.44,
Bal Kishan,IND,259,Janta Colony (G),871,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.25,2.66,
Surinder Bala,IND,259,Janta Colony (G),587,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.54,1.79,
Farooq Ahmed Nawab,JD(S),259,Janta Colony (G),499,Lost,,,,,,,,,,,,,,,,,,,,,,,,,3.01,1.52,
Mohd. Khalil,BSP,259,Janta Colony (G),480,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.89,1.46,
Dharam Prakash Sharma,IND,259,Janta Colony (G),431,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.6,1.31,
Mugish,IND,259,Janta Colony (G),277,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.67,0.85,
Deepak,IND,259,Janta Colony (G),167,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.51,
Wahid Khan,IND,259,Janta Colony (G),146,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.45,
Anju Mavi,IND,259,Janta Colony (G),137,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.42,
Dahrmender Dutt,NCP,259,Janta Colony (G),117,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.36,
Devi Dyal Sharma,INLD,259,Janta Colony (G),115,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.35,
Shamim Ahmad,IND,259,Janta Colony (G),86,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.26,
Harun,IND,259,Janta Colony (G),74,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.23,
Saeed Ahmed,IND,259,Janta Colony (G),68,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.21,
Nek Singh,SS,259,Janta Colony (G),56,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.17,
Bimla Sharma,BJP,260,Babar Pur (W),6436,winner,Women,,,,,,,,,,,,,,,,,,,,,27718,12579,45.38,51.16,23.22,
Sudha Sharma,INC,260,Babar Pur (W),2828,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,22.48,10.2,
Krishna Tomar,IND,260,Babar Pur (W),1658,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,13.18,5.98,
Shashi Bala,BSP,260,Babar Pur (W),975,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,7.75,3.52,
Veena Devi,IND,260,Babar Pur (W),230,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.83,0.83,
Kamlesh Sharma,NCP,260,Babar Pur (W),206,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.64,0.74,
Meera Gupta,IND,260,Babar Pur (W),154,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,1.22,0.56,
Jasvinder,INLD,260,Babar Pur (W),92,Lost,Women,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.33,
Sanjay,BJP,261,Jiwanpur (G),5186,winner,,,,,,,,,,,,,,,,,,,,,,36941,16368,44.31,31.68,14.04,
Kailash Jain,BSP,261,Jiwanpur (G),4229,Lost,,,,,,,,,,,,,,,,,,,,,,,,,25.84,11.45,
Braham Pal Rawal,INC,261,Jiwanpur (G),1889,Lost,,,,,,,,,,,,,,,,,,,,,,,,,11.54,5.11,
Jagvir,IND,261,Jiwanpur (G),1145,Lost,,,,,,,,,,,,,,,,,,,,,,,,,7,3.1,
Parmod Kumar,IND,261,Jiwanpur (G),1073,Lost,,,,,,,,,,,,,,,,,,,,,,,,,6.56,2.9,
Sh. Sudhir Kumar,IND,261,Jiwanpur (G),737,Lost,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2,
Yogesh Chand Pal,IND,261,Jiwanpur (G),393,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.4,1.06,
Khurshid,JD(S),261,Jiwanpur (G),349,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.13,0.94,
Karamvir,IND,261,Jiwanpur (G),347,Lost,,,,,,,,,,,,,,,,,,,,,,,,,2.12,0.94,
Satyaveer,RLD,261,Jiwanpur (G),291,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.79,
Dhirendra  Singh,IND,261,Jiwanpur (G),173,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.47,
Srikrishan,IND,261,Jiwanpur (G),151,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.41,
Mohd. Maruf,IND,261,Jiwanpur (G),146,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.4,
Uma Shankar,IND,261,Jiwanpur (G),121,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.33,
Arun Kumar,INLD,261,Jiwanpur (G),75,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.2,
Raj Pal,IND,261,Jiwanpur (G),63,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.17,
Geeta,INC,262,Gokalpur (SCW),4458,winner,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,37366,16698,44.69,26.7,11.93,
Nirmal,BJP,262,Gokalpur (SCW),3991,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,23.9,10.68,
Prem Lata,BSP,262,Gokalpur (SCW),2885,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,17.28,7.72,
Bishni Devi,IND,262,Gokalpur (SCW),1783,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,10.68,4.77,
Yogita,INLD,262,Gokalpur (SCW),1475,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,8.83,3.95,
Sangeeta,IND,262,Gokalpur (SCW),984,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,5.89,2.63,
Kamla,IND,262,Gokalpur (SCW),567,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,3.4,1.52,
Prem,IND,262,Gokalpur (SCW),451,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,2.7,1.21,
Rekha Nigam,IND,262,Gokalpur (SCW),57,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.15,
Saroj,IND,262,Gokalpur (SCW),47,Lost,Scheduled Caste-Women,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.13,
Manoj Kumar Tyagi,BJP,263,Saboli (G),3333,winner,,,,,,,,,,,,,,,,,,,,,,29133,13884,47.66,24.01,11.44,
Sh. Jage Ram,BSP,263,Saboli (G),3004,Lost,,,,,,,,,,,,,,,,,,,,,,,,,21.64,10.31,
Braham Swaroop Sharma,INC,263,Saboli (G),1692,Lost,,,,,,,,,,,,,,,,,,,,,,,,,12.19,5.81,
Sh.Kaluram,IND,263,Saboli (G),1616,Lost,,,,,,,,,,,,,,,,,,,,,,,,,11.64,5.55,
Sh. Sanjay Pal,IND,263,Saboli (G),1024,Lost,,,,,,,,,,,,,,,,,,,,,,,,,7.38,3.51,
Sh. Rakesh Kumar,IND,263,Saboli (G),836,Lost,,,,,,,,,,,,,,,,,,,,,,,,,6.02,2.87,
Sh Rakesh Singh,IND,263,Saboli (G),742,Lost,,,,,,,,,,,,,,,,,,,,,,,,,5.34,2.55,
Sh. Ram Phool,IND,263,Saboli (G),266,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.92,0.91,
Sh. Mukesh Kumar,IND,263,Saboli (G),250,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.86,
Geetam Singh,IND,263,Saboli (G),200,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.44,0.69,
Jugesh Kumar,NCP,263,Saboli (G),176,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.27,0.6,
Sh Chaudhary Banwari Lal,IND,263,Saboli (G),147,Lost,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.5,
Sh Ajay Singh,IND,263,Saboli (G),119,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.41,
Sh.Tej Pal,IND,263,Saboli (G),104,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.36,
Ms Savita,RLD,263,Saboli (G),103,Lost,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.35,
