Candidate,Constituency Name,Ward Number,Party,Valid Votes Polled,Election Outcome,Total Valid Votes,Total Voters,Direction,Reservation Status,Real Assets,Real Liabilities,Asset Error,Age,Marital Status,Dependents,Other Dependents,PAN ,Returns Filed,Spouse PAN,Spouse Returns Filed,Pending Criminal Cases(Affidavit),Convictions,Spouse Assets,Occupation,Spouse Occupation,Votes Polled(Old Data),EDUCATION
Balkishan Sinsinwar,KAMLA NAGAR,78-N,SHIV SENA,761,Lost,,,N,General,14360000,9927170,,,,,,,,,,,,,,,,12th Pass
NOTA,KAMLA NAGAR,78-N,,215,,,,N,General,,,,,,,,,,,,,,,,,,
Vijay Kumar Sharma,KAMLA NAGAR,78-N,BAHUJAN SAMAJ PARTY,104,Lost,,,N,General,17790000,0,,,,,,,,,,,,,,,,12th Pass
Savita,SANGAM VIHAR-B,78-S,"RASHTRIYA
LOK DAL",116,Lost,,,S,Women,232289,156814,,,,,,,,,,,,,,,,Graduate
Seema,SANGAM VIHAR-B,78-S,INDEPENDENT,46,Lost,,,S,Women,305673,0,,,,,,,,,,,,,,,,12th Pass
Santosh Dahiya,SANGAM VIHAR-B,78-S,INDIAN NATIONAL CONGRESS,896,Lost,,,S,Women,2852200,0,,,,,,,,,,,,,,,,8th Pass
Omwati,SANGAM VIHAR-B,78-S,INDEPENDENT,360,Lost,,,S,Women,3329000,0,,,,,,,,,,,,,,,,Illiterate
Abida Khanam,SANGAM VIHAR-B,78-S,"RASHTRIYA
JANTA DAL",181,Lost,,,S,Women,3770000,0,,,,,,,,,,,,,,,,8th Pass
Husnara,SANGAM VIHAR-B,78-S,BAHUJAN SAMAJ PARTY,1487,Lost,,,S,Women,4360000,0,,,,,,,,,,,,,,,,Not Given
Sneh Lata,SANGAM VIHAR-B,78-S,INDEPENDENT,1025,Lost,,,S,Women,6596414,0,,,,,,,,,,,,,,,,Illiterate
Raj Kumari,SANGAM VIHAR-B,78-S,JANATA DAL (UNITED),2038,Lost,,,S,Women,10244542,0,,,,,,,,,,,,,,,,5th Pass
Farida Khan,SANGAM VIHAR-B,78-S,AAM AADMI PARTY,3903,Lost,,,S,Women,12524507,1525216,,,,,,,,,,,,,,,3903,10th Pass
Shalu Sharma,SANGAM VIHAR-B,78-S,INDEPENDENT,680,Lost,,,S,Women,13863986,76964,,,,,,,,,,,,,,,,10th Pass
Kanta Devi,SANGAM VIHAR-B,78-S,INDIAN NATIONAL LOK DAL,2961,Lost,,,S,Women,21866241,284109,,,,,,,,,,,,,,,,Illiterate
Neeraj Kumar,SARASWATI VIHAR,65-N,BHARATIYA JANATA PARTY,15977,Winner,29514,52068,N,General,17402902,400000,Correct,47,married,3,0,yes,yes,yes,yes,0,0,14010057,Business,business,15977,10th Pass
NOTA,SANGAM VIHAR-B,78-S,,107,,,,S,Women,,,,,,,,,,,,,,,,,,
Roopa Sharma,SHASTRI NAGAR,79-N,INDEPENDENT,368,Lost,,,N,Women,4462161,0,,,,,,,,,,,,,,,,Graduate Professional
Sneh Bansal,SHASTRI NAGAR,79-N,BHARATIYA JANATA PARTY,8978,Lost,,,N,Women,11702895,1400000,,,,,,,,,,,,,,,8978,8th Pass
Neetu,SARITA VIHAR,101-S,INDIAN NATIONAL CONGRESS,12665,Winner,28253,63465,S,Women,23268785,0,Error -Fixed,30,married,3,,yes,yes,yes,yes,0,0,4467146,self-employed,businessman,12665,Graduate
Lata Jindal,SHASTRI NAGAR,79-N,INDEPENDENT,7585,Lost,,,N,Women,53399481,0,,,,,,,,,,,,,,,,8th Pass
Sheela Sharma,SHASTRI NAGAR,79-N,INDIAN NATIONAL CONGRESS,2971,Lost,,,N,Women,122063634,26970820,,,,,,,,,,,,,,,,12th Pass
NOTA,SHASTRI NAGAR,79-N,,208,,,,N,Women,,,,,,,,,,,,,,,,,,
Prince,MADANGIR,79-S,SHIV SENA,189,Lost,,,S,SC,12388,0,,,,,,,,,,,,,,,,Graduate
Yogesh,MADANGIR,79-S,INDEPENDENT,30,Lost,,,S,SC,74200,38900,,,,,,,,,,,,,,,,10th Pass
Mange Ram,MADANGIR,79-S,INDEPENDENT,74,Lost,,,S,SC,330000,0,,,,,,,,,,,,,,,,Illiterate
Rahul Kumar,MADANGIR,79-S,INDEPENDENT,57,Lost,,,S,SC,560000,0,,,,,,,,,,,,,,,,10th Pass
Chandan Kanojia,MADANGIR,79-S,INDEPENDENT,64,Lost,,,S,SC,1279200,0,,,,,,,,,,,,,,,,12th Pass
Amit Karautiya,MADANGIR,79-S,INDEPENDENT,74,Lost,,,S,SC,1391000,0,,,,,,,,,,,,,,,,Illiterate
Ayush,MADANGIR,79-S,"COMMUNIST
PARTY OF INDIA",125,Lost,,,S,SC,3027078,0,,,,,,,,,,,,,,,,12th Pass
Ashish Kumar,MADANGIR,79-S,"NATIONALIST CONGRESS
PARTY",1196,Lost,,,S,SC,4089632,238500,,,,,,,,,,,,,,,,Graduate Professional
Sarita,MADANGIR,79-S,BAHUJAN SAMAJ PARTY,3956,Lost,,,S,SC,4932000,0,,,,,,,,,,,,,,,,5th Pass
Manish Lal,MADANGIR,79-S,INDEPENDENT,132,Lost,,,S,SC,6547200,0,,,,,,,,,,,,,,,,10th Pass
Subhash Nagar,MADANGIR,79-S,BHARATIYA JANATA PARTY,7059,Lost,,,S,SC,7801000,700000,,,,,,,,,,,,,,,7059,8th Pass
Panna Lal Khairwal,MADANGIR,79-S,INDIAN NATIONAL CONGRESS,2688,Lost,,,S,SC,19124642,310000,,,,,,,,,,,,,,,,10th Pass
Sudesh,SARUP NAGAR,19-N,INDIAN NATIONAL CONGRESS,13205,Winner,28243,47834,N,Women,42595522,4393719,Error -Fixed,48,married,2,0,yes,yes,yes,yes,0,0,33582776,social worker,business,13205,12th Pass
NOTA,MADANGIR,79-S,,167,,,,S,SC,,,,,,,,,,,,,,,,,,
Ram Rup,KALYAN PURI,8-E,INDEPENDENT,43,Lost,,,E,SC,113,0,,,,,,,,,,,,,,,,8th Pass
"RAGHUVIR
SINGH",KALYAN PURI,8-E,INDEPENDENT,508,Lost,,,E,SC,6000,0,,,,,,,,,,,,,,,,8th Pass
"KETAN
KUMAR",KALYAN PURI,8-E,INDEPENDENT,132,Lost,,,E,SC,92000,0,,,,,,,,,,,,,,,,10th Pass
Sushma,KALYAN PURI,8-E,INDEPENDENT,54,Lost,,,E,SC,235759,0,,,,,,,,,,,,,,,,12th Pass
Raju,KALYAN PURI,8-E,BAHUJAN SAMAJ PARTY,2560,Lost,,,E,SC,1530056,248931,,,,,,,,,,,,,,,,Illiterate
Amar Singh,KALYAN PURI,8-E,INDEPENDENT,58,Lost,,,E,SC,1762000,0,,,,,,,,,,,,,,,,5th Pass
Manoj Kumar,KALYAN PURI,8-E,BHARATIYA JANATA PARTY,7386,Lost,,,E,SC,5446938,45000,,,,,,,,,,,,,,,7386,10th Pass
Dharampal Maurya,KALYAN PURI,8-E,INDIAN NATIONAL CONGRESS,5355,Lost,,,E,SC,15051992,0,,,,,,,,,,,,,,,,12th Pass
Manju Khandelwal,SAWAN PARK,73-N,BHARATIYA JANATA PARTY,8881,Winner,21459,36115,N,Women,125663537,0,Correct,57,married,1,0,yes,yes,yes,yes,0,0,,housewife,self-Employed,8881,10th Pass
NOTA,KALYAN PURI,8-E,,143,,,,E,SC,,,,,,,,,,,,,,,,,,
Kiran Devi,JHARODA,8-N,INDEPENDENT,167,Lost,,,N,Women,20000,0,,,,,,,,,,,,,,,,8th Pass
Poonam,JHARODA,8-N,INDEPENDENT,54,Lost,,,N,Women,362073,0,,,,,,,,,,,,,,,,Graduate
Rita Kapoor,JHARODA,8-N,SHIV SENA,87,Lost,,,N,Women,3077267,0,,,,,,,,,,,,,,,,10th Pass
Yashwant,JHARODA,8-N,AAM AADMI PARTY,7742,Lost,,,N,Women,5115058,150000,,,,,,,,,,,,,,,7742,5th Pass
Maharani,JHARODA,8-N,INDEPENDENT,104,Lost,,,N,Women,5338069,0,,,,,,,,,,,,,,,,10th Pass
Suman Choudhary,JHARODA,8-N,INDIAN NATIONAL CONGRESS,3665,Lost,,,N,Women,35000293,151000,,,,,,,,,,,,,,,,Graduate
Shakila Begum,SEELAMPUR,42-E,BAHUJAN SAMAJ PARTY,10159,Winner,23989,38435,E,Women,4090260,0,Correct,41,married,7,0,yes,yes,yes,no,0,0,2905260,dairy,dairy,10159,5th Pass
Shashi Bala,JHARODA,8-N,BAHUJAN SAMAJ PARTY,7577,Lost,,,N,Women,172416574,290000,,,,,,,,,,,,,,,,8th Pass
NOTA,JHARODA,8-N,,210,,,,N,Women,,,,,,,,,,,,,,,,,,
Sunita Singh,KHYALA,8-S,AAM AADMI PARTY,4597,Lost,,,S,Women,976477,200000,,,,,,,,,,,,,,,,8th Pass
Savita Yadav,KHYALA,8-S,BHARATIYA JANATA PARTY,9337,Lost,,,S,Women,2377319,50800,,,,,,,,,,,,,,,9337,10th Pass
Nirmal Jain,SHAHDARA,31-E,BHARATIYA JANATA PARTY,11756,Winner,27569,46907,E,General,88399366,6445509,Correct,60,married,2,0,yes,yes,yes,yes,0,0,57677338,business,business,11756,Graduate Professional
Rajendri,KHYALA,8-S,INDEPENDENT,61,Lost,,,S,Women,93042526,3788058,,,,,,,,,,,,,,,,5th Pass
NOTA,KHYALA,8-S,,144,,,,S,Women,,,,,,,,,,,,,,,,,,
Neetu Tripathi,SHAKARPUR,15-E,BHARATIYA JANATA PARTY,13353,Winner,27948,56724,E,Women,8586461,0,Correct,40,married,nil,nil,yes,yes,yes,yes,0,0,7353301,consultancy,business,13353,10th Pass
Mohd Usmaan,SADAR BAZAR,80-N,INDIAN NATIONAL CONGRESS,7936,Lost,,,N,General,570342345,89492610,,,,,,,,,,,,,,,7936,5th Pass
Raj Kumar,SADAR BAZAR,80-N,INDEPENDENT,187,LOst,,,N,General,8424775,337000,,,,,,,,,,,,,,,,8th Pass
NOTA,SADAR BAZAR,80-N,,104,,,,N,General,,,,,,,,,,,,,,,,,,
Aqleem Akhtar,SADAR BAZAR,80-N,BAHUJAN SAMAJ PARTY,69,Lost,,,N,General,647890,0,,,,,,,,,,,,,,,,Graduate Professional
Naveen Sharma,SADAR BAZAR,80-N,INDEPENDENT,58,Lost,,,N,General,3975000,0,,,,,,,,,,,,,,,,Graduate Professional
Om Parkash,SADAR BAZAR,80-N,INDEPENDENT,57,Lost,,,N,General,156600,0,,,,,,,,,,,,,,,,10th Pass
Iqbal,SADAR BAZAR,80-N,INDEPENDENT,32,Lost,,,N,General,15045502,9800,,,,,,,,,,,,,,,,Literate
Zahira Khatoon,SADAR BAZAR,80-N,INDEPENDENT,24,Lost,,,N,General,60000,0,,,,,,,,,,,,,,,,5th Pass
Rajeev Sharma,SADAR BAZAR,80-N,INDEPENDENT,22,Lost,,,N,General,167000,0,,,,,,,,,,,,,,,,12th Pass
Parkash Parsad Yadav,SADAR BAZAR,80-N,INDEPENDENT,5,Lost,,,N,General,41000,0,,,,,,,,,,,,,,,,Illiterate
PANKAJ KUMAR,SADAR BAZAR,80-N,AAM AADMI PARTY,5639,Lost,,,N,General,,,,,,,,,,,,,,,,,,
Sheetal,PUSHP VIHAR,80-S,JANATA DAL (UNITED),195,Lost,,,S,SCW,242000,0,,,,,,,,,,,,,,,,8th Pass
Suman,PUSHP VIHAR,80-S,BAHUJAN SAMAJ PARTY,1640,Lost,,,S,SCW,425143,0,,,,,,,,,,,,,,,,Literate
Babita,PUSHP VIHAR,80-S,INDIAN NATIONAL CONGRESS,4558,Lost,,,S,SCW,875000,0,,,,,,,,,,,,,,,,12th Pass
Geeta Mehra,PUSHP VIHAR,80-S,INDEPENDENT,433,Lost,,,S,SCW,1671159,0,,,,,,,,,,,,,,,,8th Pass
Neeraj,PUSHP VIHAR,80-S,INDEPENDENT,70,Lost,,,S,SCW,4328338,0,,,,,,,,,,,,,,,,12th Pass
Triveni,PUSHP VIHAR,80-S,AAM AADMI PARTY,8270,Lost,,,S,SCW,5492504,35000,,,,,,,,,,,,,,,8270,Post Graduate
Ashok Kumar,SHAKUR PUR,69-N,AAM AADMI PARTY,8299,Winner,23241,36414,N,SC,4698288,0,Error -Fixed,40,married,4,0,yes,yes,yes,no,0,0,4282095,business,self-Employed,8299,8th Pass
NOTA,PUSHP VIHAR,80-S,,247,,,,S,SCW,,,,,,,,,,,,,,,,,,
Asha Rani,KISHAN GANJ,81-N,INDEPENDENT,307,Lost,,,N,Women,666879,0,,,,,,,,,,,,,,,,12th Pass
Twinkle Kalia,KISHAN GANJ,81-N,INDEPENDENT,5926,Lost,,,N,Women,14802991,3380000,,,,,,,,,,,,,,,,12th Pass
Manju Atri,KISHAN GANJ,81-N,AAM AADMI PARTY,9939,Lost,,,N,Women,22165012,0,,,,,,,,,,,,,,,9939,12th Pass
Renu Jaju,SHALIMAR BAGH NORTH,62-N,BHARATIYA JANATA PARTY,9975,Winner,20674,41728,N,Women,2347099,0,Correct,,married,1,0,yes,no,yes,no,0,0,48319,self-employed,business,9975,5th Pass
NOTA,KISHAN GANJ,81-N,,321,,,,N,Women,,,,,,,,,,,,,,,,,,
Tilak Raj Kataria,SHALIMAR BAGH SOUTH,63-N,BHARATIYA JANATA PARTY,10349,Winner,22504,43014,N,General,65897815,500000,Correct,66,married,1,0,yes,yes,yes,yes,0,0,39694787,business,retired,10349,Graduate
Sanjay Kumar,KHANPUR,81-S,AAM AADMI PARTY,5503,Lost,,,S,General,2841780,1742900,,,,,,,,,,,,,,,5503,Graduate
OM PRAKASH CHOUDHRY,KHANPUR,81-S,INDIAN NATIONAL CONGRESS,4751,Lost,,,S,General,25281799,843400,,,,,,,,,,,,,,,,12th Pass
Vimla,KHANPUR,81-S,INDEPENDENT,1675,Lost,,,S,General,25315000,0,,,,,,,,,,,,,,,,Illiterate
Parveen Kumar Kasana,KHANPUR,81-S,JANATA DAL (UNITED),910,Lost,,,S,General,42449118,17870947,,,,,,,,,,,,,,,,Graduate
Shashi Pal,KHANPUR,81-S,BAHUJAN SAMAJ PARTY,824,Lost,,,S,General,40000,0,,,,,,,,,,,,,,,,12th Pass
Ram Bilas Goyal,KHANPUR,81-S,INDEPENDENT,273,Lost,,,S,General,1229378,450000,,,,,,,,,,,,,,,,10th Pass
Naveen Kumar Vohra,KHANPUR,81-S,INDEPENDENT,262,Lost,,,S,General,20775000,0,,,,,,,,,,,,,,,,12th Pass
NOTA,KHANPUR,81-S,,157,,,,S,General,,,,,,,,,,,,,,,,,,
Babita,SHASTRI NAGAR,79-N,AAM AADMI PARTY,9334,Winner,29444,48341,N,Women,2677496,0,Error -Fixed,39,married,2,0,yes,yes,no,no,0,0,na   ,social Worker,na,9334,5th Pass
Dimpy,ANAND PARBAT,82-N,AAM AADMI PARTY,6394,Lost,,,N,SCW,721389.9,,,,,,,,,,,,,,,,6394,
NOTA,ANAND PARBAT,82-N,,113,,,,N,SCW,,,,,,,,,,,,,,,,,,
GEETA,ANAND PARBAT,82-N,BHARATIYA JANATA PARTY,5870,,,,N,SCW,,,,,,,,,,,,,,,,,,
PRATIBHA RAO,ANAND PARBAT,82-N,BAHUJAN SAMAJ PARTY,989,,,,N,SCW,,,,,,,,,,,,,,,,,,
Varsha Gupta,TUGHLAKABAD EXTENSION,82-S,BAHUJAN SAMAJ PARTY,267,Lost,,,S,Women,233000,0,,,,,,,,,,,,,,,,12th Pass
Karuna Gupta,TUGHLAKABAD EXTENSION,82-S,INDEPENDENT,10,Lost,,,S,Women,984154,0,,,,,,,,,,,,,,,,12th Pass
Joginder Kaur,TUGHLAKABAD EXTENSION,82-S,"NATIONALIST
CONGRESS PARTY",103,Lost,,,S,Women,1400000,0,,,,,,,,,,,,,,,,12th Pass
Rukshar,TUGHLAKABAD EXTENSION,82-S,INDEPENDENT,107,Lost,,,S,Women,1935000,0,,,,,,,,,,,,,,,,10th Pass
Nasrin Faruqui,TUGHLAKABAD EXTENSION,82-S,INDEPENDENT,39,Lost,,,S,Women,3648345,126000,,,,,,,,,,,,,,,,12th Pass
Neelam Agrawal,TUGHLAKABAD EXTENSION,82-S,AAM AADMI PARTY,4364,Lost,,,S,Women,3681875,1283000,,,,,,,,,,,,,,,4364,12th Pass
Swati Gupta,TUGHLAKABAD EXTENSION,82-S,INDIAN NATIONAL CONGRESS,3798,Lost,,,S,Women,4573482,0,,,,,,,,,,,,,,,,Graduate
Shubha Lata Awasthi,TUGHLAKABAD EXTENSION,82-S,INDEPENDENT,81,Lost,,,S,Women,5158195,1672500,,,,,,,,,,,,,,,,Post Graduate
Tohib Begam,TUGHLAKABAD EXTENSION,82-S,INDEPENDENT,32,Lost,,,S,Women,10289000,0,,,,,,,,,,,,,,,,10th Pass
Seema,TUGHLAKABAD EXTENSION,82-S,INDEPENDENT,1706,Lost,,,S,Women,14039694,0,,,,,,,,,,,,,,,,12th Pass
"ROMESH
CHANDRA GUPTA",SHASTRI PARK,25-E,BHARATIYA JANATA PARTY,12701,Winner,30535,55354,E,General,17857296,161605,Correct,50,married,1,0,yes,yes,yes,yes,0,0,5938766,business,housewife,12701,Graduate
Babli,TUGHLAKABAD EXTENSION,82-S,JANATA DAL (UNITED),2983,Lost,,,S,Women,54591909,2367798,,,,,,,,,,,,,,,,5th Pass
NOTA,TUGHLAKABAD EXTENSION,82-S,,80,,,,S,Women,,,,,,,,,,,,,,,,,,
Sanjay,CIVIL LINES,83-N,"SAMAJWADI
PARTY",967,Lost,,,N,SC,35430,0,,,,,,,,,,,,,,,,Graduate
Joginder Kumar,CIVIL LINES,83-N,INDEPENDENT,313,Lost,,,N,SC,153000,0,,,,,,,,,,,,,,,,10th Pass
Parvesh Pal,CIVIL LINES,83-N,INDEPENDENT,168,Lost,,,N,SC,225031,0,,,,,,,,,,,,,,,,10th Pass
Jyoti Rani,CIVIL LINES,83-N,INDEPENDENT,123,Lost,,,N,SC,1072000,0,,,,,,,,,,,,,,,,Graduate Professional
Vikas,CIVIL LINES,83-N,INDIAN NATIONAL CONGRESS,7331,Lost,,,N,SC,1706023,0,,,,,,,,,,,,,,,7331,Graduate
Raju,CIVIL LINES,83-N,AAM AADMI PARTY,6037,Lost,,,N,SC,26620845,3908743,,,,,,,,,,,,,,,,10th Pass
Reena Devi,SHIV VIHAR,56-E,BHARATIYA JANATA PARTY,14482,Winner,37555,63854,E,Women,7161738,0,Correct,34,married,1,0,yes,no,yes,yes,0,0,2745688,business,business,14482,Graduate
NOTA,CIVIL LINES,83-N,,179,,,,N,SC,,,,,,,,,,,,,,,,,,
Mohd. Akbar,SANGAM VIHAR-C,83-S,"NATIONALIST CONGRESS
PARTY",36,Lost,,,S,General,125538,0,,,,,,,,,,,,,,,,8th Pass
Ajay Kumar,SANGAM VIHAR-C,83-S,SHIV SENA,107,Lost,,,S,General,136000,0,,,,,,,,,,,,,,,,8th Pass
Amit,SANGAM VIHAR-C,83-S,INDIAN NATIONAL CONGRESS,2220,Lost,,,S,General,2150104,0,,,,,,,,,,,,,,,,12th Pass
Santosh Kumar Jha,SANGAM VIHAR-C,83-S,BHARATIYA JANATA PARTY,4963,Lost,,,S,General,4448850,0,,,,,,,,,,,,,,,4963,Graduate
Sukhvir Singh,SANGAM VIHAR-C,83-S,BAHUJAN SAMAJ PARTY,475,Lost,,,S,General,5315116,1810000,,,,,,,,,,,,,,,,Graduate
Kishan Kumar Singh,SANGAM VIHAR-C,83-S,JANATA DAL (UNITED),744,Lost,,,S,General,6559216,150000,,,,,,,,,,,,,,,,10th Pass
Ram Niwas,SANGAM VIHAR-C,83-S,INDEPENDENT,1667,Lost,,,S,General,8061669,100000,,,,,,,,,,,,,,,,12th Pass
Kasim Khan,SANGAM VIHAR-C,83-S,INDEPENDENT,47,Lost,,,S,General,17203118,0,,,,,,,,,,,,,,,,10th Pass
Darshana,SIDHARTH NAGAR,56-S,INDIAN NATIONAL CONGRESS,9294,Winner,25583,54312,S,SCW,3995895,0,Correct,51,married,3,0,yes,yes,yes,no,0,0,294302,councillor,government service,9294,Post Graduate
NOTA,SANGAM VIHAR-C,83-S,,97,,,,S,General,,,,,,,,,,,,,,,,,,
Vikash,CHANDNI CHOWK,84-N,INDEPENDENT,512,Lost,,,N,General,485270,0,,,,,,,,,,,,,,,,10th Pass
Sudesh,CHANDNI CHOWK,84-N,INDEPENDENT,49,Lost,,,N,General,1467084,0,,,,,,,,,,,,,,,,Illiterate
Naval Kishor,CHANDNI CHOWK,84-N,INDEPENDENT,67,Lost,,,N,General,1850000,650000,,,,,,,,,,,,,,,,8th Pass
Rajesh Marwah,CHANDNI CHOWK,84-N,INDEPENDENT,80,Lost,,,N,General,2431078,0,,,,,,,,,,,,,,,,Graduate
Manoj,CHANDNI CHOWK,84-N,INDEPENDENT,128,Lost,,,N,General,2525783,0,,,,,,,,,,,,,,,,8th Pass
Balram Bari,CHANDNI CHOWK,84-N,INDEPENDENT,36,Lost,,,N,General,2906000,30000,,,,,,,,,,,,,,,,8th Pass
Sandeep Sharma,CHANDNI CHOWK,84-N,BAHUJAN SAMAJ PARTY,35,Lost,,,N,General,3451000,0,,,,,,,,,,,,,,,,12th Pass
Ashok Kumar,CHANDNI CHOWK,84-N,INDEPENDENT,172,Lost,,,N,General,3799217,270860,,,,,,,,,,,,,,,,5th Pass
Renuka Gupta,CHANDNI CHOWK,84-N,JANATA DAL (UNITED),216,Lost,,,N,General,42151943,6050000,,,,,,,,,,,,,,,,Graduate
Neeta,CHANDNI CHOWK,84-N,INDEPENDENT,12,Lost,,,N,General,50029000,0,,,,,,,,,,,,,,,,10th Pass
Parveen Kumar,SITAPURI,17-S,AAM AADMI PARTY,14367,Winner,34207,55257,S,General,1910289,60310,Correct,30,Married,1,0,Yes,Yes,Yes,Yes,0,0,,Business,Professional,14367,Graduate
Punardeep Singh Sawhney,CHANDNI CHOWK,84-N,INDIAN NATIONAL CONGRESS,5245,Lost,,,N,General,89430969,14647385,,,,,,,,,,,,,,,5245,12th Pass
Naren Bhiku Ram Jain,CHANDNI CHOWK,84-N,AAM AADMI PARTY,3524,Lost,,,N,General,218177688,8018019,,,,,,,,,,,,,,,,Graduate
NOTA,CHANDNI CHOWK,84-N,,119,,,,N,General,,,,,,,,,,,,,,,,,,
Sushma Mishra,SONIA VIHAR,60-E,BHARATIYA JANATA PARTY,14263,Winner,34753,64414,E,Women,13866142,3503283,Correct,42,married,2,0,yes,yes,yes,yes,0,0,8539142,social Worker,business,14263,Post Graduate
Sweta Devi,SANGAM VIHAR-D,84-S,BHARATIYA JANATA PARTY,5620,Lost,,,S,Women,13446910,0,,,,,,,,,,,,,,,5620,Graduate
Sandhya Aggarwal,SANGAM VIHAR-D,84-S,INDIAN NATIONAL CONGRESS,3544,Lost,,,S,Women,58241350,3704221,,,,,,,,,,,,,,,,10th Pass
Sheema Sharma,SANGAM VIHAR-D,84-S,INDEPENDENT,2961,Lost,,,S,Women,17865551,198000,,,,,,,,,,,,,,,,Others
Kalpna Jha,SANGAM VIHAR-D,84-S,INDEPENDENT,1813,Lost,,,S,Women,4063684,0,,,,,,,,,,,,,,,,8th Pass
Anu Gupta,SANGAM VIHAR-D,84-S,INDEPENDENT,190,Lost,,,S,Women,1217458,0,,,,,,,,,,,,,,,,Illiterate
NOTA,SANGAM VIHAR-D,84-S,,182,,,,S,Women,,,,,,,,,,,,,,,,,,
Ayesha Khatun,SANGAM VIHAR-D,84-S,INDEPENDENT,147,Lost,,,S,Women,825000,0,,,,,,,,,,,,,,,,Post Graduate
Guddi Devi,SANGAM VIHAR-D,84-S,SHIV SENA,140,Lost,,,S,Women,70000,0,,,,,,,,,,,,,,,,5th Pass
Neeru Sharma,SANGAM VIHAR-D,84-S,INDEPENDENT,72,Lost,,,S,Women,2691000,0,,,,,,,,,,,,,,,,Illiterate
ISHRAT NIZAM ANSARI,SANGAM VIHAR-D,84-S,INDEPENDENT,4884,Lost,,,S,Women,,,,,,,,,,,,,,,,,,
Farjana Begum,JAMA MASJID,85-N,INDEPENDENT,32,Lost,,,N,Women,394980,0,,,,,,,,,,,,,,,,8th Pass
Asma Haqqi,JAMA MASJID,85-N,INDEPENDENT,38,Lost,,,N,Women,2447000,0,,,,,,,,,,,,,,,,8th Pass
Shakra Khan,JAMA MASJID,85-N,BAHUJAN SAMAJ PARTY,97,Lost,,,N,Women,3834231,0,,,,,,,,,,,,,,,,10th Pass
Asha Verma,JAMA MASJID,85-N,BHARATIYA JANATA PARTY,2180,Lost,,,N,Women,4490914,500000,,,,,,,,,,,,,,,,12th Pass
Hameeda,JAMA MASJID,85-N,AAM AADMI PARTY,4384,Lost,,,N,Women,6234574,0,,,,,,,,,,,,,,,4384,8th Pass
Rajpal Singh,SRI NIWAS PURI,89-S,BHARATIYA JANATA PARTY,12816,Winner,28305,61310,S,General,508734748,96881651,Correct,51,married,,,yes,yes,yes,yes,0,0,206581727,social worker,self-employed,12816,Graduate
NOTA,JAMA MASJID,85-N,,66,,,,N,Women,,,,,,,,,,,,,,,,,,
Karan Sandhu,SANGAM VIHAR-E,85-S,INDEPENDENT,61,Lost,,,S,General,325000,0,,,,,,,,,,,,,,,,12th Pass
Pankaj Gupta,SANGAM VIHAR-E,85-S,AAM AADMI PARTY,7772,Lost,,,S,General,742436,0,,,,,,,,,,,,,,,7772,12th Pass
Subhash Chander Baghel,SANGAM VIHAR-E,85-S,SHIV SENA,95,Lost,,,S,General,3105000,0,,,,,,,,,,,,,,,,10th Pass
Pankaj Kumar Choudhary,SANGAM VIHAR-E,85-S,INDEPENDENT,127,Lost,,,S,General,3317000,33704,,,,,,,,,,,,,,,,Graduate
Mehboob Ali Salmani,SANGAM VIHAR-E,85-S,"NATIONALIST CONGRESS
PARTY",146,Lost,,,S,General,5331806,0,,,,,,,,,,,,,,,,Illiterate
Azad Bidhuri,SANGAM VIHAR-E,85-S,INDIAN NATIONAL CONGRESS,6398,Lost,,,S,General,16197535,0,,,,,,,,,,,,,,,,Graduate
Sahista,SRI RAM COLONY,64-E,AAM AADMI PARTY,12257,Winner,31454,51191,E,Women,17790522,670000,Correct,26,married,4,0,yes,no,yes,yes,0,0,16586000,social Worker,business,12257,8th Pass
NOTA,SANGAM VIHAR-E,85-S,,122,,,,S,General,,,,,,,,,,,,,,,,,,
Rekha Tyagi,SUBHASH MOHALLA,48-E,AAM AADMI PARTY,11015,Winner,30929,55342,E,Women,176000,0,Correct,48,single,,,yes,yes,,,0,0,,business,nil,11015,Post Graduate
Abhay Singh Yadav,AJMERI GATE,86-N,INDIAN NATIONAL CONGRESS,6427,Lost,,,N,General,157502569,8451056,,,,,,,,,,,,,,,6427,8th Pass
Noor Mohd,AJMERI GATE,86-N,JANATA DAL (UNITED),1791,Lost,,,N,General,2453410,0,,,,,,,,,,,,,,,,5th Pass
Amir Khan,AJMERI GATE,86-N,BAHUJAN SAMAJ PARTY,1357,Lost,,,N,General,13168659,1025443,,,,,,,,,,,,,,,,8th Pass
Nadeem Khan,AJMERI GATE,86-N,INDEPENDENT,486,Lost,,,N,General,3565141,0,,,,,,,,,,,,,,,,12th Pass
NOTA,AJMERI GATE,86-N,,131,,,,N,General,,,,,,,,,,,,,,,,,,
Mohd Khaleel,AJMERI GATE,86-N,INDEPENDENT,45,Lost,,,N,General,45000,0,,,,,,,,,,,,,,,,Illiterate
Soni,AJMERI GATE,86-N,INDEPENDENT,45,Lost,,,N,General,170000,0,,,,,,,,,,,,,,,,12th Pass
Brijesh Kumar,AJMERI GATE,86-N,INDEPENDENT,33,Lost,,,N,General,226015,18000,,,,,,,,,,,,,,,,10th Pass
Chaman Prakash Sunil,AJMERI GATE,86-N,INDEPENDENT,26,Lost,,,N,General,41500,0,,,,,,,,,,,,,,,,12th Pass
Shankar Sharma,AJMERI GATE,86-N,INDEPENDENT,22,Lost,,,N,General,373000,0,,,,,,,,,,,,,,,,8th Pass
